event_timestamp,event_date,order_id,client_id
2020-05-17 09:24:00.951007,2020-05-17,9186879,15131146
2020-05-28 10:27:00.507049,2020-05-28,9173752,15131146
2020-06-07 12:27:00.622372,2020-06-07,1922716,15131146
2020-06-18 03:13:00.064125,2020-06-18,6874036,15131146
2019-07-02 17:39:00.208431,2019-07-02,2116362,15131146
2019-07-10 21:21:00.379120,2019-07-10,4038062,15131146
2019-07-19 20:34:00.194041,2019-07-19,0611768,15131146
2019-07-29 12:43:00.219982,2019-07-29,0611768,15676484
2019-08-04 08:18:00.085589,2019-08-04,9979693,2659407
2019-08-11 11:35:00.139189,2019-08-11,2387633,6532980
2019-08-18 19:36:00.268195,2019-08-18,5422672,16335225
2019-08-28 16:39:00.183836,2019-08-28,1985119,15250497
2019-09-05 14:56:00.174043,2019-09-05,1143723,14736644
2019-09-12 20:52:00.597723,2019-09-12,2681282,7238294
2019-09-22 12:31:00.721997,2019-09-22,8953908,17110003
2019-10-01 09:31:00.246338,2019-10-01,8851484,16336022
2019-10-08 15:41:00.605295,2019-10-08,1186064,17218638
2019-10-16 22:07:00.265809,2019-10-16,6693323,10299554
2019-10-22 18:11:01.133432,2019-10-22,7387841,17349182
2020-02-25 17:41:00.981384,2020-02-25,1493327,15673826
2020-02-29 07:03:00.258638,2020-02-29,2022473,4543398
2020-03-05 11:19:00.329393,2020-03-05,6129738,17218943
2020-03-11 13:57:00.150076,2020-03-11,3462074,2009511
2020-03-16 08:58:00.095339,2020-03-16,8472173,1703572
2020-03-25 18:42:00.335008,2020-03-25,8472173,62909
2020-04-06 02:26:00.201641,2020-04-06,4827453,9685098
2020-04-10 10:23:00.241667,2020-04-10,7522102,269316
2020-04-14 06:41:01.724136,2020-04-14,7522102,17673371
2020-04-17 10:54:00.565265,2020-04-17,3409585,15131146
2020-04-19 19:01:00.418995,2020-04-19,4086951,15131146
2020-04-22 23:58:01.095209,2020-04-22,6405061,15131146
2020-04-25 18:36:00.599881,2020-04-25,6533819,15131146
2020-04-29 14:41:00.380683,2020-04-29,2571251,15131146
2020-05-03 05:21:00.771772,2020-05-03,1091664,15131146
2020-05-07 09:53:00.134154,2020-05-07,2523186,15131146
2020-05-10 22:03:01.271259,2020-05-10,9819724,2511280
2020-05-14 19:12:00.868653,2020-05-14,5908585,13634146
2020-05-20 18:18:00.552037,2020-05-20,2986828,15034868
2020-05-25 16:06:00.315627,2020-05-25,1896055,15720775
2020-05-31 12:21:00.677142,2020-05-31,7913573,16810590
2020-06-05 18:02:00.141661,2020-06-05,5334168,2345365
2020-06-11 20:06:00.361054,2020-06-11,5507634,15634743
2020-06-16 09:15:00.594637,2020-06-16,8390836,17388770
2020-06-20 09:50:00.476189,2020-06-20,3327257,16448892
2020-06-24 14:41:00.825485,2020-06-24,7178903,15731491
2019-07-02 09:17:00.069413,2019-07-02,3975066,15131146
2019-07-17 23:37:00.083548,2019-07-17,7477838,7668798
2019-08-02 11:52:00.453287,2019-08-02,2160109,113436
2019-08-14 11:50:00.316663,2019-08-14,9580454,11310603
2019-08-22 18:49:00.137625,2019-08-22,2548641,16463435
2019-08-29 17:38:00.310567,2019-08-29,1145088,15131146
